Fecha,Hora,Pasos
2026.08.17 13:11:00,13:11:00,99
2026.08.17 13:12:00,13:12:00,32
2026.08.17 13:13:00,13:13:00,72
2026.08.17 13:14:00,13:14:00,98
2026.08.17 13:15:00,13:15:00,86
2026.08.17 13:16:00,13:16:00,56
2026.08.17 13:17:00,13:17:00,93
2026.08.17 13:18:00,13:18:00,57
2026.08.17 13:19:00,13:19:00,13
2026.08.17 13:20:00,13:20:00,55
2026.08.17 13:21:00,13:21:00,94
2026.08.17 13:22:00,13:22:00,82
2026.08.17 13:23:00,13:23:00,81
2026.08.17 13:24:00,13:24:00,106
2026.08.17 13:25:00,13:25:00,81
2026.08.17 13:26:00,13:26:00,40
2026.08.17 14:19:00,14:19:00,40
2026.08.17 14:20:00,14:20:00,90
2026.08.17 14:21:00,14:21:00,33
2026.08.17 14:22:00,14:22:00,15
2026.08.17 14:23:00,14:23:00,74
2026.08.17 14:24:00,14:24:00,28
2026.08.17 14:25:00,14:25:00,33
2026.08.17 14:26:00,14:26:00,39
2026.08.17 14:27:00,14:27:00,8
2026.08.17 14:28:00,14:28:00,11
2026.08.17 14:29:00,14:29:00,10
2026.08.17 14:30:00,14:30:00,22
2026.08.17 14:31:00,14:31:00,15
2026.08.17 14:32:00,14:32:00,73
2026.08.17 14:33:00,14:33:00,42
2026.08.17 14:34:00,14:34:00,40
2026.08.17 14:35:00,14:35:00,42
2026.08.17 14:36:00,14:36:00,18
2026.08.17 14:37:00,14:37:00,12
2026.08.17 14:38:00,14:38:00,67
2026.08.17 14:39:00,14:39:00,64
2026.08.17 14:40:00,14:40:00,28
2026.08.17 14:41:00,14:41:00,62
2026.08.17 14:42:00,14:42:00,26
2026.08.17 14:43:00,14:43:00,70
2026.08.17 14:44:00,14:44:00,53
2026.08.17 14:45:00,14:45:00,83
2026.08.17 14:46:00,14:46:00,18
2026.08.17 14:47:00,14:47:00,50
2026.08.17 14:48:00,14:48:00,61
2026.08.17 14:49:00,14:49:00,63
2026.08.17 14:50:00,14:50:00,81
2026.08.17 15:00:00,15:00:00,40
2026.08.17 15:01:00,15:01:00,102
2026.08.17 15:02:00,15:02:00,57
2026.08.17 15:03:00,15:03:00,93
2026.08.17 15:05:00,15:05:00,15
2026.08.17 15:06:00,15:06:00,20
2026.08.17 15:07:00,15:07:00,11
2026.08.17 15:09:00,15:09:00,23
2026.08.17 15:10:00,15:10:00,110
2026.08.17 15:11:00,15:11:00,95
2026.08.17 15:12:00,15:12:00,90
2026.08.17 15:24:00,15:24:00,61
2026.08.17 15:25:00,15:25:00,35
2026.08.17 15:26:00,15:26:00,26
2026.08.17 15:27:00,15:27:00,32
2026.08.17 15:28:00,15:28:00,20
2026.08.17 15:29:00,15:29:00,19
2026.08.17 15:30:00,15:30:00,37
2026.08.17 15:35:00,15:35:00,70
2026.08.17 15:36:00,15:36:00,73
2026.08.17 15:37:00,15:37:00,18
2026.08.17 15:39:00,15:39:00,98
2026.08.17 15:40:00,15:40:00,61
2026.08.17 15:42:00,15:42:00,52
2026.08.17 15:43:00,15:43:00,92
2026.08.17 15:45:00,15:45:00,32
2026.08.17 15:46:00,15:46:00,29
2026.08.17 15:47:00,15:47:00,68
2026.08.17 15:48:00,15:48:00,66
2026.08.17 15:49:00,15:49:00,86
2026.08.17 15:50:00,15:50:00,62
2026.08.17 15:51:00,15:51:00,33
2026.08.17 15:52:00,15:52:00,40
2026.08.17 15:53:00,15:53:00,85
2026.08.17 15:54:00,15:54:00,45
2026.08.17 15:55:00,15:55:00,65
2026.08.17 15:56:00,15:56:00,66
2026.08.17 15:57:00,15:57:00,109
2026.08.17 15:58:00,15:58:00,62
2026.08.17 15:59:00,15:59:00,104
2026.08.17 16:00:00,16:00:00,106
2026.08.17 16:01:00,16:01:00,109
2026.08.17 16:02:00,16:02:00,103
2026.08.17 16:03:00,16:03:00,92
2026.08.17 16:04:00,16:04:00,107
2026.08.17 16:05:00,16:05:00,100
2026.08.17 16:06:00,16:06:00,69
2026.08.17 16:07:00,16:07:00,48
2026.08.17 16:08:00,16:08:00,9
2026.08.17 16:09:00,16:09:00,46
2026.08.17 16:10:00,16:10:00,90
2026.08.17 16:11:00,16:11:00,39
2026.08.17 16:12:00,16:12:00,113
2026.08.17 16:13:00,16:13:00,21
2026.08.17 16:14:00,16:14:00,80
2026.08.17 16:15:00,16:15:00,73
2026.08.17 16:16:00,16:16:00,85
2026.08.17 16:17:00,16:17:00,128
2026.08.17 16:18:00,16:18:00,14
2026.08.17 16:19:00,16:19:00,109
2026.08.17 16:20:00,16:20:00,102
2026.08.17 16:21:00,16:21:00,106
2026.08.17 16:22:00,16:22:00,72
2026.08.17 16:23:00,16:23:00,60
2026.08.17 16:24:00,16:24:00,89
2026.08.17 16:25:00,16:25:00,58
2026.08.17 16:26:00,16:26:00,98
2026.08.17 16:27:00,16:27:00,109
2026.08.17 16:28:00,16:28:00,86
2026.08.17 16:29:00,16:29:00,90
2026.08.17 16:30:00,16:30:00,102
2026.08.17 16:31:00,16:31:00,116
2026.08.17 16:32:00,16:32:00,92
2026.08.17 16:33:00,16:33:00,70
2026.08.17 16:34:00,16:34:00,105
2026.08.17 16:35:00,16:35:00,111
2026.08.17 16:36:00,16:36:00,91
2026.08.17 16:37:00,16:37:00,112
2026.08.17 16:38:00,16:38:00,108
2026.08.17 16:39:00,16:39:00,50
2026.08.17 16:41:00,16:41:00,34
2026.08.17 17:09:00,17:09:00,19
2026.08.17 18:16:00,18:16:00,8
2026.08.17 19:34:00,19:34:00,36
2026.08.17 19:35:00,19:35:00,12
2026.08.17 19:36:00,19:36:00,33
2026.08.17 19:37:00,19:37:00,30
2026.08.17 19:38:00,19:38:00,13
2026.08.17 19:39:00,19:39:00,16
2026.08.17 19:40:00,19:40:00,17
2026.08.17 19:42:00,19:42:00,11
2026.08.17 19:43:00,19:43:00,50
2026.08.17 19:44:00,19:44:00,41
2026.08.17 19:45:00,19:45:00,12
2026.08.17 19:47:00,19:47:00,33
2026.08.17 19:48:00,19:48:00,11
2026.08.17 19:49:00,19:49:00,19
2026.08.17 19:50:00,19:50:00,37
2026.08.17 19:53:00,19:53:00,5
2026.08.17 19:54:00,19:54:00,2
2026.08.17 19:55:00,19:55:00,20
2026.08.17 19:56:00,19:56:00,2
2026.08.17 19:57:00,19:57:00,29
2026.08.17 19:58:00,19:58:00,74
2026.08.17 19:59:00,19:59:00,36
2026.08.17 20:00:00,20:00:00,40
2026.08.17 20:01:00,20:01:00,44
2026.08.17 20:03:00,20:03:00,63
2026.08.17 20:04:00,20:04:00,36
2026.08.17 20:05:00,20:05:00,38
2026.08.17 20:06:00,20:06:00,15
2026.08.17 20:07:00,20:07:00,35
2026.08.17 20:08:00,20:08:00,56
2026.08.17 20:10:00,20:10:00,32
2026.08.17 20:12:00,20:12:00,4
2026.08.17 21:54:00,21:54:00,1
2026.08.17 21:58:00,21:58:00,23
2026.08.17 22:01:00,22:01:00,3
2026.08.17 22:07:00,22:07:00,21
2026.08.17 22:31:00,22:31:00,8
2026.08.17 22:44:00,22:44:00,21
2026.08.17 22:45:00,22:45:00,21
2026.08.17 22:46:00,22:46:00,8
2026.08.17 22:47:00,22:47:00,23
2026.08.17 22:48:00,22:48:00,11
2026.08.17 22:49:00,22:49:00,22
2026.08.18 07:11:00,07:11:00,8
2026.08.18 07:19:00,07:19:00,6
2026.08.18 07:20:00,07:20:00,34
2026.08.18 07:21:00,07:21:00,25
2026.08.18 07:22:00,07:22:00,41
2026.08.18 07:23:00,07:23:00,46
2026.08.18 07:24:00,07:24:00,21
2026.08.18 07:25:00,07:25:00,23
2026.08.18 07:26:00,07:26:00,20
2026.08.18 07:43:00,07:43:00,20
2026.08.18 08:02:00,08:02:00,16
2026.08.18 08:04:00,08:04:00,40
2026.08.18 08:05:00,08:05:00,40
2026.08.18 08:06:00,08:06:00,84
2026.08.18 08:07:00,08:07:00,118
2026.08.18 08:08:00,08:08:00,60
2026.08.18 08:09:00,08:09:00,39
2026.08.18 08:10:00,08:10:00,39
2026.08.18 08:11:00,08:11:00,39
2026.08.18 08:14:00,08:14:00,8
2026.08.18 08:16:00,08:16:00,68
2026.08.18 08:17:00,08:17:00,118
2026.08.18 08:18:00,08:18:00,124
2026.08.18 08:57:00,08:57:00,37
2026.08.18 08:58:00,08:58:00,37
2026.08.18 08:59:00,08:59:00,37
2026.08.18 09:00:00,09:00:00,37
2026.08.18 09:01:00,09:01:00,37
2026.08.18 09:02:00,09:02:00,37
2026.08.18 09:03:00,09:03:00,37
2026.08.18 09:04:00,09:04:00,92
2026.08.18 09:05:00,09:05:00,99
2026.08.18 09:06:00,09:06:00,114
2026.08.18 09:07:00,09:07:00,120
2026.08.18 09:08:00,09:08:00,110
2026.08.18 09:09:00,09:09:00,112
2026.08.18 09:10:00,09:10:00,116
2026.08.18 09:11:00,09:11:00,98
2026.08.18 09:12:00,09:12:00,106
2026.08.18 09:13:00,09:13:00,100
2026.08.18 09:14:00,09:14:00,112
2026.08.18 09:15:00,09:15:00,117
2026.08.18 09:16:00,09:16:00,96
2026.08.18 09:17:00,09:17:00,41
2026.08.18 09:18:00,09:18:00,113
2026.08.18 09:20:00,09:20:00,5
2026.08.18 09:21:00,09:21:00,7
2026.08.18 10:28:00,10:28:00,8
2026.08.18 10:58:00,10:58:00,40
2026.08.18 10:59:00,10:59:00,77
2026.08.18 11:00:00,11:00:00,7
2026.08.18 11:01:00,11:01:00,51
2026.08.18 11:02:00,11:02:00,51
2026.08.18 11:03:00,11:03:00,51
2026.08.18 11:04:00,11:04:00,68
2026.08.18 11:05:00,11:05:00,93
2026.08.18 11:06:00,11:06:00,112
2026.08.18 11:07:00,11:07:00,78
2026.08.18 11:08:00,11:08:00,15
2026.08.18 12:02:00,12:02:00,56
2026.08.18 12:03:00,12:03:00,112
2026.08.18 12:04:00,12:04:00,114
2026.08.18 12:05:00,12:05:00,112
2026.08.18 12:06:00,12:06:00,117
2026.08.18 12:07:00,12:07:00,109
2026.08.18 12:08:00,12:08:00,126
2026.08.18 12:09:00,12:09:00,125
2026.08.18 12:10:00,12:10:00,112
2026.08.18 12:11:00,12:11:00,56
2026.08.18 12:12:00,12:12:00,91
2026.08.18 12:13:00,12:13:00,118
2026.08.18 12:34:00,12:34:00,9
2026.08.18 12:45:00,12:45:00,50
2026.08.18 12:46:00,12:46:00,50
2026.08.18 12:47:00,12:47:00,50
2026.08.18 12:48:00,12:48:00,50
2026.08.18 12:49:00,12:49:00,49
2026.08.18 12:50:00,12:50:00,49
2026.08.18 12:51:00,12:51:00,68
2026.08.18 12:52:00,12:52:00,94
2026.08.18 12:53:00,12:53:00,117
2026.08.18 12:54:00,12:54:00,117
2026.08.18 12:55:00,12:55:00,107
2026.08.18 12:56:00,12:56:00,118
2026.08.18 12:57:00,12:57:00,119
2026.08.18 12:58:00,12:58:00,99
2026.08.18 12:59:00,12:59:00,119
2026.08.18 13:00:00,13:00:00,99
2026.08.18 13:01:00,13:01:00,82
2026.08.18 13:02:00,13:02:00,69
2026.08.18 13:03:00,13:03:00,95
2026.08.18 13:04:00,13:04:00,104
2026.08.18 13:05:00,13:05:00,88
2026.08.18 13:06:00,13:06:00,108
2026.08.18 13:07:00,13:07:00,81
2026.08.18 13:08:00,13:08:00,20
2026.08.18 13:15:00,13:15:00,69
2026.08.18 13:16:00,13:16:00,63
2026.08.18 13:17:00,13:17:00,92
2026.08.18 13:18:00,13:18:00,2
2026.08.18 13:19:00,13:19:00,84
2026.08.18 13:20:00,13:20:00,9
2026.08.18 13:21:00,13:21:00,99
2026.08.18 13:22:00,13:22:00,67
2026.08.18 13:23:00,13:23:00,125
2026.08.18 13:24:00,13:24:00,121
2026.08.18 13:25:00,13:25:00,124
2026.08.18 13:26:00,13:26:00,121
2026.08.18 13:27:00,13:27:00,116
2026.08.18 13:28:00,13:28:00,86
2026.08.18 13:29:00,13:29:00,42
2026.08.18 13:30:00,13:30:00,52
2026.08.18 13:50:00,13:50:00,26
2026.08.18 13:58:00,13:58:00,23
2026.08.18 13:59:00,13:59:00,36
2026.08.18 14:00:00,14:00:00,12
2026.08.18 14:01:00,14:01:00,39
2026.08.18 14:02:00,14:02:00,35
2026.08.18 14:03:00,14:03:00,35
2026.08.18 14:04:00,14:04:00,21
2026.08.18 14:05:00,14:05:00,5
2026.08.18 14:06:00,14:06:00,30
2026.08.18 14:09:00,14:09:00,27
2026.08.18 15:38:00,15:38:00,11
2026.08.18 17:06:00,17:06:00,38
2026.08.18 17:07:00,17:07:00,10
2026.08.18 17:08:00,17:08:00,62
2026.08.18 17:10:00,17:10:00,33
2026.08.18 17:11:00,17:11:00,92
2026.08.18 17:12:00,17:12:00,48
2026.08.18 17:13:00,17:13:00,110
2026.08.18 17:14:00,17:14:00,77
2026.08.18 17:15:00,17:15:00,51
2026.08.18 17:16:00,17:16:00,60
2026.08.18 17:17:00,17:17:00,38
2026.08.18 19:18:00,19:18:00,5
2026.08.18 19:19:00,19:19:00,9
2026.08.18 19:20:00,19:20:00,7
2026.08.18 19:21:00,19:21:00,4
2026.08.18 19:23:00,19:23:00,47
2026.08.18 19:24:00,19:24:00,37
2026.08.18 19:25:00,19:25:00,46
2026.08.18 19:26:00,19:26:00,57
2026.08.18 19:27:00,19:27:00,11
2026.08.18 19:28:00,19:28:00,64
2026.08.18 19:29:00,19:29:00,58
2026.08.18 19:30:00,19:30:00,69
2026.08.18 19:31:00,19:31:00,75
2026.08.18 19:33:00,19:33:00,12
2026.08.18 19:34:00,19:34:00,15
2026.08.18 19:35:00,19:35:00,26
2026.08.18 20:10:00,20:10:00,17
2026.08.18 20:16:00,20:16:00,30
2026.08.18 20:21:00,20:21:00,8
2026.08.18 20:22:00,20:22:00,10
2026.08.18 20:28:00,20:28:00,6
2026.08.18 20:30:00,20:30:00,11
2026.08.18 20:31:00,20:31:00,8
2026.08.18 20:35:00,20:35:00,21
2026.08.18 20:36:00,20:36:00,3
2026.08.18 20:38:00,20:38:00,26
2026.08.18 20:40:00,20:40:00,22
2026.08.18 20:42:00,20:42:00,14
2026.08.18 20:43:00,20:43:00,17
2026.08.18 20:45:00,20:45:00,11
2026.08.18 21:01:00,21:01:00,52
2026.08.18 21:02:00,21:02:00,52
2026.08.18 21:03:00,21:03:00,52
2026.08.18 21:04:00,21:04:00,27
2026.08.18 21:05:00,21:05:00,47
2026.08.18 21:06:00,21:06:00,45
2026.08.18 21:07:00,21:07:00,37
2026.08.18 21:08:00,21:08:00,46
2026.08.18 21:09:00,21:09:00,58
2026.08.18 21:10:00,21:10:00,77
2026.08.18 21:11:00,21:11:00,44
2026.08.18 21:12:00,21:12:00,23
2026.08.18 21:13:00,21:13:00,45
2026.08.18 21:15:00,21:15:00,26
2026.08.19 07:41:00,07:41:00,25
2026.08.19 07:42:00,07:42:00,35
2026.08.19 07:43:00,07:43:00,20
2026.08.19 07:44:00,07:44:00,41
2026.08.19 07:45:00,07:45:00,12
2026.08.19 07:46:00,07:46:00,36
2026.08.19 07:47:00,07:47:00,20
2026.08.19 07:48:00,07:48:00,29
2026.08.19 07:49:00,07:49:00,8
2026.08.19 07:50:00,07:50:00,20
2026.08.19 07:51:00,07:51:00,44
2026.08.19 08:07:00,08:07:00,50
2026.08.19 08:08:00,08:08:00,3
2026.08.19 08:13:00,08:13:00,1
2026.08.19 08:14:00,08:14:00,9
2026.08.19 08:28:00,08:28:00,40
2026.08.19 08:40:00,08:40:00,24
2026.08.19 08:42:00,08:42:00,39
2026.08.19 08:52:00,08:52:00,14
2026.08.19 09:24:00,09:24:00,12
2026.08.19 09:25:00,09:25:00,10
2026.08.19 09:27:00,09:27:00,8
2026.08.19 09:30:00,09:30:00,4
2026.08.19 09:43:00,09:43:00,12
2026.08.19 10:45:00,10:45:00,10
2026.08.19 10:57:00,10:57:00,11
2026.08.19 11:50:00,11:50:00,22
2026.08.19 11:55:00,11:55:00,34
2026.08.19 12:07:00,12:07:00,10
2026.08.19 12:16:00,12:16:00,26
2026.08.19 12:19:00,12:19:00,46
2026.08.19 12:20:00,12:20:00,61
2026.08.19 12:21:00,12:21:00,12
2026.08.19 12:22:00,12:22:00,46
2026.08.19 12:23:00,12:23:00,46
2026.08.19 12:24:00,12:24:00,46
2026.08.19 12:25:00,12:25:00,59
2026.08.19 12:26:00,12:26:00,71
2026.08.19 12:27:00,12:27:00,33
2026.08.19 12:28:00,12:28:00,21
2026.08.19 12:29:00,12:29:00,82
2026.08.19 12:30:00,12:30:00,73
2026.08.19 12:31:00,12:31:00,92
2026.08.19 12:32:00,12:32:00,76
2026.08.19 12:33:00,12:33:00,57
2026.08.19 12:34:00,12:34:00,39
2026.08.19 12:35:00,12:35:00,52
2026.08.19 12:36:00,12:36:00,20
2026.08.19 12:37:00,12:37:00,40
2026.08.19 12:38:00,12:38:00,23
2026.08.19 12:39:00,12:39:00,71
2026.08.19 12:41:00,12:41:00,23
2026.08.19 12:42:00,12:42:00,38
2026.08.19 12:43:00,12:43:00,16
2026.08.19 12:44:00,12:44:00,22
2026.08.19 12:45:00,12:45:00,20
2026.08.19 12:46:00,12:46:00,65
2026.08.19 12:47:00,12:47:00,65
2026.08.19 12:48:00,12:48:00,32
2026.08.19 12:49:00,12:49:00,65
2026.08.19 12:50:00,12:50:00,46
2026.08.19 12:51:00,12:51:00,24
2026.08.19 12:52:00,12:52:00,64
2026.08.19 12:53:00,12:53:00,42
2026.08.19 12:54:00,12:54:00,21
2026.08.19 12:55:00,12:55:00,42
2026.08.19 12:56:00,12:56:00,58
2026.08.19 12:57:00,12:57:00,16
2026.08.19 12:58:00,12:58:00,21
2026.08.19 13:02:00,13:02:00,68
2026.08.19 13:03:00,13:03:00,28
2026.08.19 13:04:00,13:04:00,39
2026.08.19 13:05:00,13:05:00,12
2026.08.19 13:06:00,13:06:00,18
2026.08.19 13:07:00,13:07:00,132
2026.08.19 13:08:00,13:08:00,124
2026.08.19 13:09:00,13:09:00,67
2026.08.19 13:15:00,13:15:00,39
2026.08.19 13:16:00,13:16:00,79
2026.08.19 13:17:00,13:17:00,127
2026.08.19 13:18:00,13:18:00,125
2026.08.19 13:19:00,13:19:00,39
2026.08.19 13:20:00,13:20:00,39
2026.08.19 13:21:00,13:21:00,39
2026.08.19 13:22:00,13:22:00,38
2026.08.19 13:23:00,13:23:00,38
2026.08.19 13:24:00,13:24:00,38
2026.08.19 13:25:00,13:25:00,12
2026.08.19 13:41:00,13:41:00,11
2026.08.19 13:52:00,13:52:00,62
2026.08.19 13:53:00,13:53:00,62
2026.08.19 13:54:00,13:54:00,62
2026.08.19 13:55:00,13:55:00,62
2026.08.19 13:56:00,13:56:00,62
2026.08.19 13:57:00,13:57:00,62
2026.08.19 13:58:00,13:58:00,42
2026.08.19 13:59:00,13:59:00,129
2026.08.19 14:00:00,14:00:00,120
2026.08.19 14:01:00,14:01:00,120
2026.08.19 14:02:00,14:02:00,90
2026.08.19 14:03:00,14:03:00,51
2026.08.19 14:04:00,14:04:00,51
2026.08.19 14:05:00,14:05:00,2
2026.08.19 14:06:00,14:06:00,50
2026.08.19 14:07:00,14:07:00,50
2026.08.19 14:08:00,14:08:00,72
2026.08.19 14:09:00,14:09:00,14
2026.08.19 14:10:00,14:10:00,101
2026.08.19 14:11:00,14:11:00,112
2026.08.19 14:12:00,14:12:00,14
2026.08.19 14:13:00,14:13:00,120
2026.08.19 14:14:00,14:14:00,115
2026.08.19 14:15:00,14:15:00,95
2026.08.19 14:16:00,14:16:00,126
2026.08.19 14:17:00,14:17:00,33
2026.08.19 14:18:00,14:18:00,4
2026.08.19 14:19:00,14:19:00,59
2026.08.19 14:20:00,14:20:00,91
2026.08.19 14:52:00,14:52:00,26
2026.08.19 14:53:00,14:53:00,23
2026.08.19 14:54:00,14:54:00,12
2026.08.19 14:55:00,14:55:00,103
2026.08.19 14:56:00,14:56:00,113
2026.08.19 14:57:00,14:57:00,125
2026.08.19 14:58:00,14:58:00,97
2026.08.19 14:59:00,14:59:00,128
2026.08.19 15:00:00,15:00:00,92
2026.08.19 15:01:00,15:01:00,139
2026.08.19 15:02:00,15:02:00,114
2026.08.19 15:03:00,15:03:00,114
2026.08.19 15:04:00,15:04:00,122
2026.08.19 15:05:00,15:05:00,4
2026.08.19 15:06:00,15:06:00,46
2026.08.19 15:07:00,15:07:00,45
2026.08.19 15:08:00,15:08:00,45
2026.08.19 15:14:00,15:14:00,11
2026.08.19 15:15:00,15:15:00,11
2026.08.19 15:16:00,15:16:00,11
2026.08.19 15:17:00,15:17:00,11
2026.08.19 15:18:00,15:18:00,11
2026.08.19 15:19:00,15:19:00,10
2026.08.19 15:20:00,15:20:00,10
2026.08.19 15:33:00,15:33:00,36
2026.08.19 15:34:00,15:34:00,36
2026.08.19 15:35:00,15:35:00,105
2026.08.19 15:36:00,15:36:00,135
2026.08.19 15:37:00,15:37:00,38
2026.08.19 15:38:00,15:38:00,23
2026.08.19 15:39:00,15:39:00,23
2026.08.19 15:40:00,15:40:00,23
2026.08.19 15:41:00,15:41:00,23
2026.08.19 15:50:00,15:50:00,80
2026.08.19 15:51:00,15:51:00,80
2026.08.19 15:52:00,15:52:00,96
2026.08.19 15:53:00,15:53:00,92
2026.08.19 15:54:00,15:54:00,54
2026.08.19 15:55:00,15:55:00,79
2026.08.19 15:56:00,15:56:00,5
2026.08.19 15:57:00,15:57:00,10
2026.08.19 16:03:00,16:03:00,38
2026.08.19 16:04:00,16:04:00,37
2026.08.19 16:05:00,16:05:00,37
2026.08.19 16:06:00,16:06:00,58
2026.08.19 16:07:00,16:07:00,1
2026.08.19 16:14:00,16:14:00,13
2026.08.19 16:15:00,16:15:00,22
2026.08.19 16:23:00,16:23:00,18
2026.08.19 16:24:00,16:24:00,46
2026.08.19 16:25:00,16:25:00,34
2026.08.19 16:26:00,16:26:00,17
2026.08.19 16:27:00,16:27:00,35
2026.08.19 16:28:00,16:28:00,65
2026.08.19 16:29:00,16:29:00,18
2026.08.19 16:30:00,16:30:00,46
2026.08.19 17:27:00,17:27:00,1
2026.08.19 17:28:00,17:28:00,26
2026.08.19 17:29:00,17:29:00,52
2026.08.19 17:30:00,17:30:00,45
2026.08.19 17:31:00,17:31:00,59
2026.08.19 17:32:00,17:32:00,23
2026.08.19 17:33:00,17:33:00,20
2026.08.19 17:34:00,17:34:00,20
2026.08.19 17:35:00,17:35:00,20
2026.08.19 17:36:00,17:36:00,36
2026.08.19 17:37:00,17:37:00,26
2026.08.19 17:38:00,17:38:00,17
2026.08.19 17:39:00,17:39:00,79
2026.08.19 17:40:00,17:40:00,17
2026.08.19 17:41:00,17:41:00,16
2026.08.19 17:42:00,17:42:00,87
2026.08.19 17:43:00,17:43:00,91
2026.08.19 17:44:00,17:44:00,49
2026.08.19 17:45:00,17:45:00,15
2026.08.19 18:44:00,18:44:00,45
2026.08.19 18:45:00,18:45:00,45
2026.08.19 18:46:00,18:46:00,45
2026.08.19 18:47:00,18:47:00,45
2026.08.19 18:48:00,18:48:00,45
2026.08.19 18:49:00,18:49:00,45
2026.08.19 18:50:00,18:50:00,78
2026.08.19 18:51:00,18:51:00,37
2026.08.19 18:52:00,18:52:00,44
2026.08.19 18:53:00,18:53:00,41
2026.08.19 18:54:00,18:54:00,41
2026.08.19 18:55:00,18:55:00,83
2026.08.19 18:56:00,18:56:00,62
2026.08.19 18:57:00,18:57:00,51
2026.08.19 19:41:00,19:41:00,5
2026.08.19 20:01:00,20:01:00,15
2026.08.19 20:14:00,20:14:00,21
2026.08.19 20:15:00,20:15:00,34
2026.08.19 20:18:00,20:18:00,29
2026.08.19 20:20:00,20:20:00,10
2026.08.19 23:35:00,23:35:00,10
2026.08.20 05:27:00,05:27:00,23
2026.08.20 05:28:00,05:28:00,31
2026.08.20 05:30:00,05:30:00,35
2026.08.20 05:31:00,05:31:00,35
2026.08.20 05:32:00,05:32:00,36
2026.08.20 05:33:00,05:33:00,35
2026.08.20 05:34:00,05:34:00,9
2026.08.20 05:44:00,05:44:00,15
2026.08.20 06:10:00,06:10:00,42
2026.08.20 06:11:00,06:11:00,12
2026.08.20 06:12:00,06:12:00,41
2026.08.20 06:13:00,06:13:00,62
2026.08.20 06:14:00,06:14:00,124
2026.08.20 06:15:00,06:15:00,97
2026.08.20 06:16:00,06:16:00,41
2026.08.20 06:17:00,06:17:00,41
2026.08.20 06:18:00,06:18:00,41
2026.08.20 06:22:00,06:22:00,104
2026.08.20 06:23:00,06:23:00,105
2026.08.20 06:24:00,06:24:00,119
2026.08.20 06:25:00,06:25:00,89
2026.08.20 06:26:00,06:26:00,22
2026.08.20 06:37:00,06:37:00,16
2026.08.20 07:03:00,07:03:00,31
2026.08.20 07:04:00,07:04:00,128
2026.08.20 07:05:00,07:05:00,102
2026.08.20 07:06:00,07:06:00,122
2026.08.20 07:07:00,07:07:00,126
2026.08.20 07:08:00,07:08:00,124
2026.08.20 07:09:00,07:09:00,114
2026.08.20 07:10:00,07:10:00,122
2026.08.20 07:11:00,07:11:00,115
2026.08.20 07:12:00,07:12:00,107
2026.08.20 07:13:00,07:13:00,116
2026.08.20 07:14:00,07:14:00,117
2026.08.20 07:15:00,07:15:00,75
2026.08.20 07:16:00,07:16:00,101
2026.08.20 07:17:00,07:17:00,107
2026.08.20 07:18:00,07:18:00,55
2026.08.20 07:19:00,07:19:00,5
2026.08.20 08:14:00,08:14:00,16
2026.08.20 08:54:00,08:54:00,10
2026.08.20 08:55:00,08:55:00,93
2026.08.20 08:56:00,08:56:00,93
2026.08.20 08:57:00,08:57:00,95
2026.08.20 08:58:00,08:58:00,57
2026.08.20 08:59:00,08:59:00,128
2026.08.20 09:00:00,09:00:00,89
2026.08.20 09:05:00,09:05:00,26
2026.08.20 09:06:00,09:06:00,33
2026.08.20 09:07:00,09:07:00,32
2026.08.20 09:08:00,09:08:00,2
2026.08.20 09:09:00,09:09:00,22
2026.08.20 09:10:00,09:10:00,9
2026.08.20 09:11:00,09:11:00,9
2026.08.20 09:12:00,09:12:00,7
2026.08.20 09:13:00,09:13:00,9
2026.08.20 09:14:00,09:14:00,9
2026.08.20 09:15:00,09:15:00,9
2026.08.20 09:16:00,09:16:00,8
2026.08.20 09:17:00,09:17:00,52
2026.08.20 09:18:00,09:18:00,27
2026.08.20 09:19:00,09:19:00,15
2026.08.20 09:20:00,09:20:00,17
2026.08.20 09:21:00,09:21:00,17
2026.08.20 10:41:00,10:41:00,20
2026.08.20 10:42:00,10:42:00,59
2026.08.20 10:43:00,10:43:00,15
2026.08.20 10:44:00,10:44:00,76
2026.08.20 10:45:00,10:45:00,95
2026.08.20 10:46:00,10:46:00,116
2026.08.20 10:47:00,10:47:00,54
2026.08.20 10:48:00,10:48:00,57
2026.08.20 10:49:00,10:49:00,77
2026.08.20 10:50:00,10:50:00,29
2026.08.20 10:56:00,10:56:00,7
2026.08.20 10:57:00,10:57:00,3
2026.08.20 13:12:00,13:12:00,68
2026.08.20 13:13:00,13:13:00,27
2026.08.20 13:14:00,13:14:00,74
2026.08.20 13:15:00,13:15:00,127
2026.08.20 13:16:00,13:16:00,28
2026.08.20 13:17:00,13:17:00,117
2026.08.20 13:18:00,13:18:00,113
2026.08.20 13:19:00,13:19:00,95
2026.08.20 13:20:00,13:20:00,49
2026.08.20 13:21:00,13:21:00,94
2026.08.20 13:22:00,13:22:00,54
2026.08.20 13:23:00,13:23:00,20
2026.08.20 13:24:00,13:24:00,25
2026.08.20 13:50:00,13:50:00,48
2026.08.20 13:51:00,13:51:00,79
2026.08.20 13:52:00,13:52:00,111
2026.08.20 13:53:00,13:53:00,84
2026.08.20 13:54:00,13:54:00,99
2026.08.20 13:55:00,13:55:00,119
2026.08.20 13:56:00,13:56:00,93
2026.08.20 13:57:00,13:57:00,97
2026.08.20 13:58:00,13:58:00,83
